hash|||log_cnt|||add|||del|||mod|||other_changes|||other_ext|||ratio|||isConsistent|||message
29fea8aa21a69418386e3e08fa546a0ba9bee96d|||4|||0|||233|||18|||False|||True|||0.01593625498007968|||CONSISTENT|||Revert "cxl: Add cxl_check_and_switch_mode() API to switch bi-modal cards"
3b17d4175414baefaaf59948b5e0bc030cc3d943|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||can: ucan: fix spelling mistake: "resumbmitting" -> "resubmitting"
33b0b6913d1304407f71a6a92ef1ad9e064cdf01|||2|||142|||44|||151|||False|||True|||0.005934718100890208|||CONSISTENT|||staging: comedi: mite: don't expose unnecessary register/bit info
52c44d93c26f5a76068c0a8cc83bb8f56f38043d|||1|||0|||7|||4|||False|||True|||0.09090909090909091|||CONSISTENT|||block: remove ->driverfs_dev
3fcc773be62a9c42dc9a5c1108da298fb9f66cfa|||1|||16|||0|||9|||False|||True|||0.04|||CONSISTENT|||mlxsw: Add extack messages for port_{un, }split failures
073a391ca0352d4c66b6ffc4ff5db18a457f5519|||2|||0|||12|||34|||False|||False|||0.043478260869565216|||CONSISTENT|||staging: iio: ad7816: Switch to the gpio descriptor interface
a0b6d712f53ace54d4db8fcb99bc09415efc72fc|||1|||11|||0|||37|||False|||False|||0.020833333333333332|||NEW|||media: rcar-vin: break out format alignment and checking
5356c32742bd51c8c57065d2389a2c4bc036adcd|||2|||0|||0|||2|||False|||False|||1.0|||INCONSISTENT|||efibc: Report more information in the error messages
a733390f9a79876635013e57da25f91b6e78ffe6|||3|||0|||9|||9|||False|||False|||0.16666666666666666|||INCONSISTENT|||drm/i915/gvt: Delete redundant error message in fb_decode.c
06d15a2ede999a77f0d05aa600ed473d90d9a909|||5|||0|||0|||10|||False|||False|||0.5|||INCONSISTENT|||ASoC: fsl: Convert to using %pOF instead of full_name
58eb7932ae4d671d2a2377a1779eda96a2789b11|||1|||68|||0|||8|||False|||True|||0.013157894736842105|||CONSISTENT|||libceph: add an epoch_barrier field to struct ceph_osd_client
3437d3c886ed07863acde923a627395abb177aa9|||2|||0|||2|||33|||False|||False|||0.05714285714285714|||CONSISTENT|||nios2: Use an invalid TLB entry address helper function
6c42778780c40c7db0ee2bb56436cae86e4c1ba4|||4|||0|||0|||8|||False|||False|||0.5|||INCONSISTENT|||i2c: stub: use pr_fmt
b7f05d4ae0a66ec0494dd0f9a7f2114cbe6fd2ea|||2|||0|||3|||42|||False|||False|||0.044444444444444446|||CONSISTENT|||drm/i915: Pass dev_priv to INTEL_INFO everywhere apart from the gen use
27bc944ca39ff1ed69bc48a38dc057e15ea3d1c0|||1|||30|||0|||24|||False|||False|||0.018518518518518517|||CONSISTENT|||dmaengine: bcm2835-dma: Convert to use DMA pool
697a521fbc6dd6f64489d0feeb09631b227fcd67|||6|||0|||0|||74|||False|||True|||0.08108108108108109|||CONSISTENT|||[media] smiapp: Rename smiapp_platform_data as smiapp_hwconfig
e547c0031697a0cb5ff7f4a66754fb3e082754ff|||1|||10|||0|||6|||False|||False|||0.0625|||CONSISTENT|||of: improve reporting invalid overlay target path
a9e340dce3c3bceeb42f6b6d33b7858822d76cb6|||1|||13|||36|||76|||True|||False|||0.008|||CONSISTENT|||Input: rotary_encoder - move away from platform data structure
33c77efbbef92cffd0d1f351fad816eeefbbdeb9|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||net: tulip: fix spelling mistake: "attemping" -> "attempting"
a0d21ba120d2c7daae847633bb59a3c3375cc1d7|||1|||0|||0|||2|||False|||False|||0.5|||INCONSISTENT|||PCI: dra7xx: Propagate platform_get_irq() errors in dra7xx_pcie_probe()
bdb421663d936eb9b29c743a668614276cf3b97d|||3|||0|||0|||3|||False|||False|||1.0|||INCONSISTENT|||net: stmmac: Pad ring number with zeroes in display_ring()
16f46050e7094a95554555a505a984535d253cf6|||1|||6|||0|||10|||False|||False|||0.0625|||CONSISTENT|||dbri: Fix compiler warning
dea16bdae2f1ab629702ca912dabe00f3dcdac25|||5|||173|||1|||34|||False|||True|||0.02403846153846154|||CONSISTENT|||scsi: lpfc: Fix discovery failures during port failovers with lots of vports
c9dc4cfa10a1266376dde151485f7b493447258b|||2|||0|||5|||10|||False|||False|||0.13333333333333333|||CONSISTENT|||regulator: bd71837: Editorial cleanups.
a1a587073ccdc6ffae414259f65d0a94cadd0a72|||63|||27|||0|||232|||False|||False|||0.24324324324324326|||CONSISTENT|||perf script: Use fprintf like printing uniformly
3bbe0869884ceebffd59d5519c1d560207c6e116|||1|||49|||0|||21|||False|||False|||0.014285714285714285|||NEW|||selftests/bpf: test for bpf_get_stackid() from raw tracepoints
b9762bebc6332b40c33e03dea03e30fa12d9e3ed|||1|||0|||40|||137|||False|||True|||0.005649717514124294|||CONSISTENT|||gpiolib: Pass bitmaps, not integer arrays, to get/set array
be0726d33cb8f411945884664924bed3cb8c70ee|||1|||3|||8|||92|||False|||True|||0.009708737864077669|||CONSISTENT|||ext2: convert to mbcache2
ae5848cb4511bbbfe0306fcdbe5d9a95cd9546a9|||7|||0|||0|||7|||False|||False|||1.0|||NEW|||brcmutil: print invalid chanspec when WARN-ing
5ed70bb47767d1f57a5e85e585a327917ded0373|||4|||1|||8|||41|||False|||True|||0.08|||CONSISTENT|||fs/adfs: clean up indirect disc addresses and fragment IDs
e0b10844d9e617a1a5ce2ddf73d38aaa0a47a2a4|||2|||0|||0|||2|||False|||False|||1.0|||NEW|||openvswitch: drop unneeded newline
22e2db68e809eebe5e44315c5f8184da22ec2822|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||crypto: ccree - fix spelling mistake "protedcted" -> "protected"
fd9b4be8002cae5f854c7acd9e86d31780ebaf16|||1|||84|||0|||52|||False|||True|||0.007352941176470588|||NEW|||net/mlx5e: RX, Support multiple outstanding UMR posts
a43a98da75ff2821e484e5cb2a7f3ad0354255c8|||4|||5|||0|||4|||False|||False|||0.4444444444444444|||INCONSISTENT|||staging: gasket: core: add subsystem and device info to logs
58383c78425e4ee1c077253cf297b641c861c02e|||62|||13|||0|||261|||False|||True|||0.22627737226277372|||CONSISTENT|||gpio: change member .dev to .parent
ce078af76faffc5353256ce487dbd85a6f1ad3a4|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||dmaengine: imx-sdma: Move message level to debug
65bd342ff2f1f9f3ca4a17691a825935d2aa13c9|||1|||1|||0|||2|||False|||False|||0.3333333333333333|||INCONSISTENT|||drm/i915: object size needs to be u64
68e16fcfaf9bbde573e89f783cf1ca60acb49cf5|||1|||12|||0|||12|||False|||False|||0.041666666666666664|||NEW|||nvme-rdma: introduce nvme_rdma_start_queue
788f4e4cf063173c25e3f3ad81e7cee923686ab1|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||mwifiex: increase log level for internal scan fail result
3cade2f3d98a7fcfd36fcb0d743f5ed5cdffb119|||1|||0|||0|||20|||False|||True|||0.05|||CONSISTENT|||ipw2x00: track time using boottime
6fc1367582534a54476c701326f00e7d2ec81f22|||2|||30|||0|||49|||False|||True|||0.02531645569620253|||NEW|||drm/amdgpu: generalize the scheduler fence
bf5d68c7304008ef838f1a2ca1aae8fab74d633d|||1|||46|||0|||9|||False|||False|||0.01818181818181818|||NEW|||tools: add selftest for BPF_F_ZERO_SEED
14262a4bbc6f86d339a20c744978937c2045227a|||2|||0|||22|||10|||False|||False|||0.0625|||CONSISTENT|||skd: Remove useless barrier() calls
44b44c98caff2f1188c08ca7f539f24059ec76b0|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||staging: rtlwifi: fix spelling mistake "disnabled" -> "disabled"
cab8e3e20d5cb89c876c30d24d38f1caf1d9bdb8|||2|||1|||0|||2|||False|||False|||0.6666666666666666|||INCONSISTENT|||habanalabs: improve error messages
b2c5cdcfd4bcc1fbf1caefe7f3ff909bcee10a6c|||1|||0|||10|||10|||False|||False|||0.05|||CONSISTENT|||modpost: remove symbol prefix support
f6e500660d74bdcc32560eb7f94a434f38d1c9f2|||1|||0|||8|||34|||False|||True|||0.023809523809523808|||CONSISTENT|||staging: lustre: o2iblnd: use data in lnet_ni_t instead of kiblnd_tunables
f413cbb332a0b5251a790f396d0eb4ebcade5dec|||8|||0|||0|||8|||False|||False|||1.0|||INCONSISTENT|||net: macb: fix error format in dev_err()
bb45e51cb0f8fea496eb2d6a9ef2ffb5da564048|||1|||100|||0|||59|||False|||True|||0.006289308176100629|||CONSISTENT|||nfp: move bpf offload code to the BPF app
5208fea64e4fbd8a6f180ee915bb8ab247092469|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||mwifiex: don't print error message on coex event
41e7864ab5ce4ec36e89a9f55d8d9dfe19b0392c|||1|||0|||3|||3|||False|||False|||0.16666666666666666|||NEW|||x86/tsc: Drastically reduce the number of firmware bug warnings
6c467a106f4c93a05b359b6732bb2161d74a29ae|||1|||0|||4|||8|||False|||False|||0.08333333333333333|||CONSISTENT|||extcon: arizona: Simplify micd_pol_gpio handling
acbf7faaf925a5843d128dfbd30daaaab2de42f7|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||drm/amd/display: Remove superflous error message
3f4db2e2cc412811697a784d6e42759fe9ea974d|||1|||17|||21|||20|||False|||False|||0.017241379310344827|||CONSISTENT|||drm/msm/dpu: iterate for assigned hw ctl in virtual encoder
58f9d806d16a38ed3bae11e2ada83393436a4956|||1|||53|||177|||84|||True|||True|||0.0031847133757961785|||CONSISTENT|||ALSA: xen-front: Use Xen common shared buffer implementation
0c7112a00272c633a79cad91ea9c1a0f40330f5d|||1|||3|||0|||82|||False|||True|||0.011764705882352941|||CONSISTENT|||drm/i915: Rename priotree to sched
95fe6c1a209ef89d9f94dd04a0ad72be1487d5d5|||1|||4|||1|||61|||False|||True|||0.015151515151515152|||CONSISTENT|||block, fs, mm, drivers: use bio set/get op accessors
ab16bdd8340ffe7d2be1bda3a586b8fd62faa313|||1|||34|||0|||24|||False|||False|||0.017241379310344827|||NEW|||staging: lustre: llog: fix wrong offset in llog_process_thread()
be715343011b80a8da71ff978b50981984f037b9|||1|||1|||0|||19|||False|||False|||0.05|||NEW|||gpio: of: drop needless gpio_chip look-up in of_parse_own_gpio()
bb98ecd4d347f052887518293736ab70c9909b2a|||15|||0|||17|||146|||False|||True|||0.09202453987730061|||CONSISTENT|||iwlwifi: pcie: merge iwl_queue and iwl_txq
fe5fd2540947a6c584e70f1249007dd636e62d78|||1|||0|||28|||24|||False|||False|||0.019230769230769232|||CONSISTENT|||spi: davinci: Use dma_request_chan() for requesting DMA channel
e073eb6797191abe2fe30ca643ab0cc3d8e1e534|||1|||14|||0|||13|||False|||False|||0.037037037037037035|||NEW|||NFC: digital: Rework ACK PDU handling in initiator mode
5e492ab566f7302d2143d739361cf33076da8e71|||4|||0|||0|||8|||False|||False|||0.5|||INCONSISTENT|||Staging: goldfish: use __func__ instead of embedded function names
ea27e86dfa82c5d8481eae351ff8e6bdb202f6fc|||2|||0|||0|||2|||False|||False|||1.0|||NEW|||clk: lpc32xx: pr_err() strings should end with newlines
5e0ec14e2f84b62182d9be00f2595302424a7e03|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||pinctrl: sirf/atlas7: fix printk spelling
78108b7c0aeda8a764dc4c3d50e522b6bb7f358b|||13|||4|||0|||24|||False|||False|||0.4642857142857143|||INCONSISTENT|||drm/i915: Use crtc->name in debug messages
1f50ad2c86cdecc223e4098adfc5aa3a4e8d7e49|||2|||32|||0|||14|||False|||False|||0.043478260869565216|||CONSISTENT|||i2c: tegra: Add runtime power-management support
bc4da38a4789e7819fca4c7723ded0b86aea27c0|||1|||6|||0|||5|||False|||False|||0.09090909090909091|||NEW|||perf stat: Fix CSV mode column output for non-cgroup events
cc5cceff288f8d8b45c7790e38190d3ca4d3dec0|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||platform/x86: asus-wireless: Fix format specifier
7d56cc2620f523eba7a831daa22186c8ae5bbdfe|||2|||6|||0|||17|||False|||False|||0.08695652173913043|||CONSISTENT|||usb: dwc2: Avoid more calls to dwc2_core_reset()
41db12df64ace13c98865340b5c076cdf9a99a93|||1|||3|||0|||46|||False|||False|||0.02040816326530612|||CONSISTENT|||drm: etnaviv: improve readability of command insertion to ring buffer
333f16ec68f6fc6b208130de22717b585e6f3242|||1|||0|||2|||4|||False|||False|||0.16666666666666666|||CONSISTENT|||dmaengine: tegra: don't open code of_device_get_match_data()
9fc4754582bf46b0998a64fce74f570cea720e18|||2|||12|||0|||32|||False|||False|||0.045454545454545456|||CONSISTENT|||geneve: move geneve device lookup before iptunnel_pull_header
783dfa6cc41b710b8b0c1979c6100417d0d6c3b2|||1|||698|||0|||5|||False|||True|||0.001422475106685633|||CONSISTENT|||ntb: Adding Skylake Xeon NTB support
cc3f90f0633c5f08044ba898e3fbf942d2e26cb3|||1|||0|||1|||84|||False|||True|||0.011764705882352941|||CONSISTENT|||drm/i915/glk: Reuse broxton code for geminilake
ef9e62c2e5087cb9bc713e3d9776336e1bb40df1|||1|||5|||0|||4|||False|||True|||0.1111111111111111|||CONSISTENT|||RDS: recv path gets the conn_path from rds_incoming for MP capable transports
8c27ceff3604b249a9efafbd1bd8b141b79e619d|||1|||2|||0|||278|||False|||True|||0.0035714285714285713|||CONSISTENT|||docs: fix locations of several documents that got moved
8cc7fb4a6523d4bdda87bba61f4dc742d3b5ba39|||4|||38|||0|||40|||False|||False|||0.05128205128205128|||CONSISTENT|||intel_pmc_ipc: update acpi resource structure for Punit
8fb8e05ccafaa0e09fd93d9bffd0b4037cc36317|||2|||0|||1|||49|||False|||True|||0.04|||CONSISTENT|||staging: ks7010: make abbreviation mgmt uniform
add033793c9efa7b0a8ecd2fa192fe85aa8b0854|||1|||3|||8|||8|||False|||True|||0.05263157894736842|||CONSISTENT|||drm/i915: Parse panel backlight controller from VBT
11f7aee2326f37f9d3abba27bb61d92ec09fbfde|||5|||1|||0|||12|||False|||False|||0.38461538461538464|||INCONSISTENT|||netfilter: xt_CT: use pr ratelimiting
25c45d897016bd2c92820abfd59c800aaec7d62b|||1|||21|||0|||9|||False|||True|||0.03333333333333333|||NEW|||drm/msm/dsi: Add a PHY op that initializes version specific stuff
b90abaace6d83f4bda79173e58b1f130428c0a46|||5|||0|||0|||9|||False|||False|||0.5555555555555556|||INCONSISTENT|||watchdog: xen_wdt: Use 'dev' instead of dereferencing it repeatedly
7b957b6e603623ef8b2e8222fa94b976df613fa2|||3|||0|||0|||4|||False|||False|||0.75|||CONSISTENT|||scripts/sortextable: add support for ET_DYN binaries
fff09594edf5e9b8595a2cefdc07e54b70f81729|||1|||5|||0|||27|||False|||True|||0.03125|||CONSISTENT|||xprtrdma: Refactor rpcrdma_ia_open()
3ceeef9c03fc9ed6adbb0646b4b89096ca568670|||1|||0|||181|||67|||True|||True|||0.004032258064516129|||NEW|||drm/nouveau/disp/nv50-: simplify definition of base channels
17dc7af70e89db773a7213f0b4270c69236a63ab|||1|||0|||78|||75|||False|||False|||0.006535947712418301|||CONSISTENT|||drm/i915/overlay: Allocate physical registers from stolen
e665f029a283aff4f36f0c5388f7c708be67470e|||97|||0|||2|||151|||False|||False|||0.6339869281045751|||INCONSISTENT|||clk: Convert to using %pOFn instead of device_node.name
2064ee332e4c1b7495cf68b84355c213d8fe71fd|||188|||0|||1|||279|||False|||True|||0.6714285714285714|||INCONSISTENT|||Bluetooth: Use bt_dev_err and bt_dev_info when possible
8276c902bbe95d628f48a7fdc13c71e265992085|||4|||2|||15|||29|||False|||True|||0.08695652173913043|||NEW|||SUNRPC: remove uid and gid from struct auth_cred
8fa5fdec09cd379c9ecb8972f344f8f308e0ccf3|||1|||0|||15|||13|||False|||True|||0.03571428571428571|||NEW|||brcmfmac: remove worker from .ndo_set_mac_address() callback
dc50f782c99a48bf49c0ca3e3f407f207d303d81|||1|||24|||33|||69|||False|||True|||0.007936507936507936|||CONSISTENT|||drm/msm/hdmi: Clean up connector gpio usage
9dcfbc182f1aac0aa5ea194733d21e67dd2ba1fd|||1|||3|||0|||2|||False|||False|||0.2|||INCONSISTENT|||drm/msm: Fix NULL deref in adreno_load_gpu
13295bd887d07a9d904401808f41a8d35946d8c2|||1|||0|||2|||2|||False|||False|||0.25|||INCONSISTENT|||drm/i915/guc: Don't read SOFT_SCRATCH(15) on MMIO error
a30e7d1e37e8acc37c25420d93af218166cca3ae|||1|||0|||0|||5|||False|||False|||0.2|||INCONSISTENT|||nds32: Fix compiler warning, Wstringop-overflow, in vdso.c
e63bb50d1994b71f97b40077ddec46a7354197a0|||1|||5|||0|||3|||False|||False|||0.125|||CONSISTENT|||IB/hfi1: PCIe bus width retry
44b467338094d86586d3ec351d8594a6cef0842a|||1|||0|||117|||203|||False|||True|||0.003125|||CONSISTENT|||drm/i915/gvt: Rework shadow page management code
72bf83b0c978c495ce9f6bfeee1ccd34478b05e6|||3|||0|||1|||5|||False|||False|||0.5|||INCONSISTENT|||ima: Fix line continuation format
30a533e5774b726621fffdb910d5ae5830f509cc|||1|||0|||8|||4|||False|||False|||0.08333333333333333|||CONSISTENT|||drm/i915: Clean up intel_get_dram_info() a bit
e475842232042b0581b5488105fc17adef8fcff8|||1|||1|||0|||0|||False|||False|||1.0|||INCONSISTENT|||tools: PCI: Add a missing option help line
0bce7c9a607f1dbf8d83dd2865e1657096dbce59|||2|||0|||0|||2|||False|||False|||1.0|||INCONSISTENT|||nfp: bpf: correct printk formats for size_t
a92def1becf33e91fc460c7ae575aa9210ba8f40|||2|||0|||96|||126|||False|||True|||0.009009009009009009|||NEW|||[media] ir-rx51: port to rc-core
5a1c84b404a7176b8b36e2a0041b6f0adb3151a3|||1|||2|||19|||39|||False|||True|||0.016666666666666666|||CONSISTENT|||mm: remove reclaim and compaction retry approximations
ad0ea64c53f5808e29784812fbb0c300f3a89d39|||1|||0|||3|||11|||False|||False|||0.07142857142857142|||CONSISTENT|||scsi_dh_alua: rework alua_check_tpgs() to return the tpgs mode
d38dd52c79bc117a2ba7c27949d50721adc9d1d3|||1|||49|||0|||9|||False|||True|||0.017241379310344827|||CONSISTENT|||lpfc: Add support for Lancer G6 and 32G FC links
fbf99625b88fd8808bf2b80efac453d63cae08e8|||2|||0|||28|||11|||False|||False|||0.05128205128205128|||NEW|||perf tools: Switch to tracing_path interface on appropriate places
dbd6dc752c8a6de428eacad47d4fd37e52f98183|||1|||11|||0|||22|||False|||False|||0.030303030303030304|||NEW|||net: bridge: Extract br_vlan_add_existing()
e3d2ed9434331dedb9eeece586d38aec9e29f60b|||1|||0|||0|||15|||False|||False|||0.06666666666666667|||CONSISTENT|||wil6210: Fix TSO overflow handling
3c91f25c2f72ba6001775a5932857c1d2131c531|||2|||23|||0|||11|||False|||True|||0.058823529411764705|||CONSISTENT|||bnx2x: Prevent ptp_task to be rescheduled indefinitely
d56c160cb62583cb47174c2a0948b658650505f5|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||staging: lustre: fix spelling mistake, "grranted" -> "granted"
41c9c6621afa22c86fe74cf07536fd21c7719ca6|||1|||3|||0|||14|||False|||False|||0.058823529411764705|||CONSISTENT|||mtd: dataflash: Improve coding style in jedec_probe()
5d0cff93bb7aa85349230d4e29902b2648640c53|||1|||67|||0|||20|||False|||False|||0.011494252873563218|||CONSISTENT|||perf tools: Support shortcuts for events in dynamic sort keys
97b78ae96ba76f4ca2d8f5afee6a2e567ccb8f45|||1|||11|||0|||10|||False|||False|||0.047619047619047616|||CONSISTENT|||SUNRPC: Ensure we respect the RPCSEC_GSS sequence number limit
d2d3462f9f08da364c8fbd41e8e32229d610d49d|||1|||1|||0|||4|||False|||False|||0.2|||NEW|||x86/KASLR: Clarify purpose of each get_random_long()
2cec11d871814cd65702ccd3591232ee9f185360|||53|||0|||10|||93|||False|||False|||0.5145631067961165|||INCONSISTENT|||MIPS: TXx9: Modernize printing of kernel messages
4f27f677c9541c02b7a62761f93bccbc404be8bb|||10|||0|||3|||14|||False|||False|||0.5882352941176471|||INCONSISTENT|||platform/chrome: chromeos_laptop - introduce pr_fmt()
1a3838d732eaae47385490de88d978d4132d3d84|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||nvme: modify the debug level for setting shutdown timeout
058d88c4330f963033a5d11b269c8f86677494d1|||2|||0|||131|||266|||False|||True|||0.005037783375314861|||CONSISTENT|||drm/i915: Track pinned VMA
e3f28473b8ed348f7c052fa1bf79edfde5efba48|||2|||4|||6|||23|||False|||False|||0.06060606060606061|||CONSISTENT|||nfp: reorder SR-IOV config and nfp_app SR-IOV callbacks
92e50d2d42d7cb9fcd816b47b580622032d38293|||1|||0|||8|||30|||False|||False|||0.02631578947368421|||CONSISTENT|||exofs: don't mess with simple_write_{begin,end}
16ddcfbf7f3d07aa781e26b39f2c28636a4ed2fd|||1|||13|||0|||2|||False|||False|||0.06666666666666667|||NEW|||perf tests: Add valid callback for parse-events test
1a635e488ecf6fcae00bffda61707b63bc1aacbe|||6|||0|||236|||404|||False|||False|||0.009375|||CONSISTENT|||qed*: Semantic changes
ed4676e254630c1f00a4fc8f3821890fff7e3643|||1|||0|||5|||7|||False|||True|||0.08333333333333333|||CONSISTENT|||cpufreq: Replace "max_transition_latency" with "dynamic_switching"
22770e5a750e905a1aaa66e20b88d080e42ddd15|||1|||2|||0|||7|||False|||True|||0.1111111111111111|||CONSISTENT|||drm/amdgpu: Make max_pfn 64-bit
3e13b386963b337de98a0ff92d2eefc5dfef6edd|||1|||0|||0|||1|||False|||False|||1.0|||INCONSISTENT|||dmaengine: mmp_tdma: use correct print specifiers for size_t
01dea536dc4e8eccd0d7741ec0e3dacd3060055c|||1|||0|||6|||12|||False|||True|||0.05555555555555555|||CONSISTENT|||net: ethernet: arc: emac: use phydev from struct net_device
14c95fc896e1d3929abde448fd86c07bdbae56d5|||5|||5|||0|||32|||False|||True|||0.13513513513513514|||CONSISTENT|||gpu: host1x: Consistently use unsigned int for counts
73c6d3b284cf7b31c03fdaa2476f48f8da0932f8|||1|||4|||0|||2|||False|||False|||0.16666666666666666|||CONSISTENT|||USB: announce bcdDevice as well as idVendor, idProduct.
280b058d4801cb431477dc101a776e4b24995f2f|||3|||96|||0|||25|||False|||False|||0.024793388429752067|||CONSISTENT|||samples/bpf: xdp_monitor also record xdp_exception tracepoint
