hash,log_cnt,add,del,mod,other_changes,other_ext,ratio,isConsistent,message
91305f2812624c0cf7ccbb44133b66d3b24676e4,1,109,0,4,FALSE,TRUE,0.008849557522,CONSISTENT,ptp_qoriq: support automatic configuration for ptp timer
1e6b8b0dc8d48f413237c215ceaea031f3469b2d,1,23,0,24,FALSE,FALSE,0.02127659574,CONSISTENT,drm/i915: Early creation of relay channel for capturing boot time logs
31dca077056afd0a6089b9eaca1e4e485acc1ddc,1,0,0,22,FALSE,FALSE,0.04545454545,CONSISTENT,"drm/omap: DPI: rename ""DSI"" related names"
d0de579c043c3a2ab60ce75eb6cf4d414becc676,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,nvme: log the error status on Identify Namespace failure
abeeec4adf6a6fe71a6a4d8199ff0a533d73a57f,1,17,0,18,FALSE,TRUE,0.02857142857,CONSISTENT,nfp: complete the XDP TX ring only when it's full
9a9689cf6d4dfb8b105946e20846ec20ea403bf9,4,0,1,6,FALSE,FALSE,0.5714285714,INCONSISTENT,[media] dvb_filter: use KERN_CONT where needed
89a237aa84c7047cafba99f5dc81983ed0c40704,1,0,0,2,FALSE,TRUE,0.5,INCONSISTENT,staging: kpc2000: Use '%llx' for printing 'long long int' type
1119d3c06f64a7123d774c363440987952c522ef,1,0,5,21,FALSE,FALSE,0.03846153846,CONSISTENT,ocfs2: use 'osb' instead of 'OCFS2_SB()'
2059fc7a5a9e667797b8ec503bfb4685afee48d8,1,1,0,5,FALSE,TRUE,0.1666666667,CONSISTENT,perf symbols: Allow forcing reading of non-root owned files by root
40e05e86d5fcb3d652c49a2b0ad93573a7dca2b4,1,0,0,8,FALSE,TRUE,0.125,CONSISTENT,staging: wilc1000: rename u8ssidnum in struct hidden_network
56efc304b18cbfa4a2b355c0ae817f61acea38c4,1,21,0,9,FALSE,FALSE,0.03333333333,CONSISTENT,scsi: qedf: fc_rport_priv reference counting fixes
b908dec468c95d51922cb72a076fde813622ee54,2,0,0,2,FALSE,FALSE,1,INCONSISTENT,greybus: gpb: Fix print mistakes
8d4cd9c8e2596e28cb9e13e2e20a493cb082283a,1,1,0,1,FALSE,FALSE,0.5,INCONSISTENT,staging: mt29f_spinand: Replacing pr_info with dev_info after the call to devm_kzalloc
b83ebf506ba3241ccb61175f432f7ae4fece9111,8,2,0,23,FALSE,FALSE,0.32,INCONSISTENT,i40e: Improve AQ log granularity
8043bb1ae03cb842cd06a33fb1233e458f6f7f37,1,0,196,74,FALSE,FALSE,0.003703703704,CONSISTENT,crypto: omap-sham - convert driver logic to use sgs for data xmit
1e7477ae8bbeadfa90064d6bedc421b12bc2d43d,1,0,1,11,FALSE,FALSE,0.08333333333,CONSISTENT,net/mlx5e: Report all channels with min RX WQEs timeout
a27660f3e4b3a0740df3f86a556eecab4433ba9f,5,169,0,95,FALSE,TRUE,0.01893939394,CONSISTENT,KVM: MIPS: Abstract guest CP0 register access for VZ
c8e913e19b8ff06b887ec9bca62cad3a4f80167d,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,[media] s5p-mfc: don't print errors on VIDIOC_REQBUFS unsupported mem type
809b453b76e1544d245b7285fe570f3f20b8bd89,2,0,3,32,FALSE,FALSE,0.05714285714,CONSISTENT,rtc: pcf2123: clean up writes to the rtc chip
3fc34b7beb89472b61f919ec0f8699e2a3b46d94,2,9,0,21,FALSE,TRUE,0.06666666667,CONSISTENT,[media] smiapp: Obtain frame layout from the frame descriptor
c0b64978f09195e00d6649ca0ad0242a80e6e99a,1,12,0,12,FALSE,FALSE,0.04166666667,CONSISTENT,powerpc/eeh: Clean up and document event handling functions
eb9714a201f46ac46c1314849242d9eba56752e4,2,0,0,3,FALSE,FALSE,0.6666666667,INCONSISTENT,drm/amd/display: resolve minor log problems
c77efc1e7884c818ba67ec36b08e220202d9428c,1,10,0,2,FALSE,FALSE,0.08333333333,CONSISTENT,nfs/blocklayout: Check max uuids and devices before decoding
1348d706f254fe7030221251a5e1685ff3d9f86a,1,414,0,75,FALSE,TRUE,0.002044989775,CONSISTENT,IB/rdmavt: Add per verb driver callback checking
db749d17cb917c0506f62eb3006950e25acb737f,14,0,1,28,FALSE,FALSE,0.4827586207,INCONSISTENT,memory: Convert to using %pOF instead of full_name
c3f5b8fde71f6ab15d4fd8921997d62ef98d803a,1,6,0,56,FALSE,FALSE,0.01612903226,CONSISTENT,ARM: at91: pm: introduce at91_soc_pm structure
d50ccc2d3909fc1b4d40e4af16b026f05dc68707,4,92,0,56,FALSE,TRUE,0.02702702703,CONSISTENT,tipc: add 128-bit node identifier
bf3cfaa712e5c396f5fe3b2b2a2ca5dd901de23d,3,16,11,150,FALSE,TRUE,0.01694915254,CONSISTENT,media: staging/imx: get CSI bus type from nearest upstream entity
0318bc8a919ded355eaa5078689924a15c1bf52a,2,14,0,4,FALSE,FALSE,0.1111111111,CONSISTENT,signals/sigaltstack: Report current flag bits in sigaltstack()
f30994622b2bf8e4fa224237ac65304b27a9cb6a,2,191,0,66,FALSE,TRUE,0.007782101167,CONSISTENT,drm/vc4: Add an ioctl for labeling GEM BOs for summary stats
5f88567c625023e85f772481f16b18e9102c6996,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,drm/amd/powerplay: fix copy paste error in error message
3c958bd23b60c22947b857d2cb13196e2cc58c58,4,3,0,11,FALSE,FALSE,0.2857142857,CONSISTENT,btrfs: add helper for device path or missing
18fc4ebdc7057478497682047db5acfb25b35c49,1,65,0,82,FALSE,FALSE,0.006802721088,INCONSISTENT,usb: misc: usbtest: Remove timeval usage
8e05247d4c23ff1c91682cf28d2ddb4210808e7d,1,24,0,30,FALSE,TRUE,0.01851851852,CONSISTENT,drm/amdkfd: Reorganize CRAT fetching from ACPI
c6049cd98212dfe39f67fb411d18d53df0ad9436,1,0,19,61,FALSE,FALSE,0.0125,CONSISTENT,scsi: ufs: add a low-level __ufshcd_issue_tm_cmd helper
42f82367df2cb2b71ceead6164e4415851c51fa4,1,0,0,4,FALSE,TRUE,0.25,INCONSISTENT,"video: fbdev: fsl-diu-fb: fix spelling mistake ""palette"""
2fb1ef4f1226ea6d6d3481036cabe01a4415b68c,5,70,0,105,FALSE,TRUE,0.02857142857,CONSISTENT,xen/blkback: pseudo support for multi hardware queues/rings
d7d626179fb283aba73699071af0df6d00e32138,2,12,0,17,FALSE,TRUE,0.06896551724,CONSISTENT,IB/hfi1: Fix incorrect available receive user context count
babd183915e91a64e976b9e8ab682bb56624df76,4,10,0,27,FALSE,TRUE,0.1081081081,CONSISTENT,usb: dwc2: host: Fix wMaxPacketSize handling (fix webcam regression)
2c4c91415a05677acc5c8131a5eb472d4aa96ae1,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,scsi: lpfc: Fix a duplicate 0711 log message number.
ecae26fae15abb7d433557afbd15467ce1c444f5,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,xtensa: fix format string warning in init_pmd
b7b6adf32c9c82b9f4a4b917ba204d5a9c6fd2da,4,0,0,11,FALSE,FALSE,0.3636363636,INCONSISTENT,watchdog: intel-mid_wdt: Use 'dev' instead of dereferencing it repeatedly
ca64c2beecd43e9621f5265edf14a76f7a2ffd7b,1,3,0,15,FALSE,TRUE,0.05555555556,CONSISTENT,MIPS: KVM: Abstract guest ASID mask
f31039d4aea97d3827d0518f267f32a74dbdc498,1,49,0,16,FALSE,TRUE,0.01538461538,CONSISTENT,qtnfmac: implement 64-bit dma support
b24ccccaee5e6a73f461b1ca7bbb55d3dfc24a2d,4,1,0,14,FALSE,TRUE,0.2666666667,CONSISTENT,[media] media: rc: nuvoton: eliminate member pdev from struct nvt_dev
97167e8134150eb5104e19fd7208e3ac3525f48b,3,47,0,52,FALSE,TRUE,0.0303030303,CONSISTENT,staging/rdma/hfi1: Tune for unknown channel if configuration file is absent
9e80c719a82be2399bb06eab6cd27cb97aa59742,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,mm: remove extra newline from allocation stall warning
4255c30fe88ee3cc99bbeac7974db27e4217a497,1,36,0,2,FALSE,TRUE,0.02631578947,CONSISTENT,platform/x86: dell-smbios-wmi: Disable userspace interface if missing hotfix
ab924af9acde26a5840b905c599dd4f3e10eaa00,1,2,0,2,FALSE,FALSE,0.25,CONSISTENT,[media] media: i2c: ov772x: Force use of SCCB protocol
1a80810fbf238e6dbaaaa5262a76d328ace21376,1,0,4,8,FALSE,TRUE,0.08333333333,CONSISTENT,SUNRPC: remove machine_cred field from struct auth_cred
4a4b0bad0653a0dce876987f7487b2c5e3ecb05f,1,12,0,4,FALSE,FALSE,0.0625,CONSISTENT,crypto: qat - fix crypto_get_instance_node function
2ebd34caf3f6686b3e454b01e1c550dd62a71cce,1,0,0,2,FALSE,FALSE,0.5,INCONSISTENT,staging: pi433: Fixes minor typo errors
baa057e29b5824b3727e2eb643e513ba5e35aea0,18,7,0,19,FALSE,FALSE,0.6923076923,INCONSISTENT,media: v4l2-dev: use pr_foo() for printing messages
0ed75fc8d288f414051a94743563ac8c2cb62b0c,1,0,13,3,FALSE,FALSE,0.0625,CONSISTENT,ceph: use pagevec_lookup_range_tag()
cf0c27715bd640628d39421f3d232c87d7e08954,1,0,0,4,FALSE,TRUE,0.25,CONSISTENT,Orangefs: make gossip statement more palatable to xtensa
92183a42898dc400b89da35685d1814ac6acd3d8,1,0,3,11,FALSE,FALSE,0.07142857143,CONSISTENT,fsnotify: fix ignore mask logic in send_to_group()
bc22de9bcdb2249150fb5b3c48fdc4f6bedd3ad7,1,18,0,6,FALSE,FALSE,0.04166666667,CONSISTENT,perf stat: Display time in precision based on std deviation
4b769371fef7e5ad2ec9d7a677bb7001a0c5b213,2,0,0,16,FALSE,FALSE,0.125,CONSISTENT,serial: atmel: trivial: clean the IP version decoding code
d678296bfb9a630d0000222fc21f4ed0d0d65332,5,0,0,5,FALSE,FALSE,1,INCONSISTENT,brcmfmac: change log level for some low-level sdio functions
134e9349ecf0e23c954e205a31f5b665ce25e5f6,1,18,0,34,FALSE,FALSE,0.01923076923,CONSISTENT,IB/mlx5: Handle raw port change event rather than the software version
6941e3d12b3284ea5b8d32b7023221700cad5f49,1,0,4,23,FALSE,FALSE,0.03703703704,CONSISTENT,drm: omapdrm: fb: Simplify mode command checks when creating framebuffer
76f3845110d7d40eb60c12bc64cdfe431a985947,1,29,0,95,FALSE,FALSE,0.008064516129,CONSISTENT,ASoC: fsl_ssi: Move DT related code to a separate probe()
c96900435fa9fdfd9702a60cd765bd85e380303e,21,12,0,25,FALSE,TRUE,0.5675675676,INCONSISTENT,xfs: use %px for data pointers when debugging
9f9af3d7d303a5f622ceb219bd03bba3af553e76,1,177,0,28,FALSE,TRUE,0.00487804878,CONSISTENT,iwlwifi: mvm: re-aggregate shared queue after unsharing
26635112d4d057c9ea38f6284423a30a41a09240,2,1,0,10,FALSE,TRUE,0.1818181818,CONSISTENT,PCI: Make Enhanced Allocation bitmasks more obvious
36bbef52c7eb646ed6247055a2acd3851e317857,1,162,0,34,FALSE,TRUE,0.005102040816,CONSISTENT,bpf: direct packet write and access for helpers for clsact progs
57a688aa22eb0ce4b1c7e9310a5d84880d1884ca,112,0,15,122,FALSE,FALSE,0.8175182482,INCONSISTENT,s390/qeth: convert device-specific trace entries
80bd68d6bf06bc8851db4b93ee6cb067115098c0,1,0,1,13,FALSE,FALSE,0.07142857143,INCONSISTENT,scsi_dh_alua: use standard logging functions
79d7cd611d9e0ee9b4c38bd33f6082979826885f,2,0,15,2,FALSE,TRUE,0.1176470588,CONSISTENT,orangefs: remove gossip_ldebug and gossip_lerr
73c6d3b284cf7b31c03fdaa2476f48f8da0932f8,1,4,0,2,FALSE,FALSE,0.1666666667,CONSISTENT,USB: announce bcdDevice as well as idVendor
0307363a4fbf301d0b25df6aa7827c30f11e220d,1,0,156,142,FALSE,FALSE,0.003355704698,CONSISTENT,staging: bcm2835-audio: Code refactoring of vchiq accessor codes
926a01dc000d76df3f5b110dddcebfb517b8f57b,3,1854,0,29,FALSE,TRUE,0.001593202337,CONSISTENT,RDMA/hns: Add QP operations support for hip08 SoC
40b941611bd4826b7e3e449f738af98ad22e1ce6,1,15,0,3,FALSE,TRUE,0.05555555556,CONSISTENT,mt76x02u: check chip version on probe
dc366364c4ef809dccd063919314301f8ba01ac2,4,5,0,33,FALSE,TRUE,0.1052631579,CONSISTENT,drm/vmwgfx: Fix multiple command buffer context use
f931894194b9395313d1c34f95ceb8d91f49790d,1,47,0,47,FALSE,TRUE,0.01063829787,CONSISTENT,drm/i915/dp: DP audio API changes for MST
f695c240a7609584323c3cc0a11bbb9da7071cc0,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,"Input: apanel - spelling mistake - ""skiping"" -> ""skipping"""
4e09991af206539add91e9d793ec1de61ec72e66,2,1,0,3,FALSE,FALSE,0.5,INCONSISTENT,batman-adv: Use __func__ to add function names to messages
f5f0a68e00688311fe9104fa32422e4e27ae8d3b,1,116,0,2,FALSE,TRUE,0.008474576271,CONSISTENT,drm/komeda: Add D71 improc and timing_ctrlr
77f8b3cfc33cd4231cc2748bcac9f43b9eea546c,1,8,0,1,FALSE,FALSE,0.1111111111,CONSISTENT,ASoC: tlv320aic31xx: Add CODEC clock slave support
b1a5dea69e48c3306e47ac470e3ff9f2fc0bbe28,1,0,1,2,FALSE,FALSE,0.3333333333,CONSISTENT,media: videobuf-dma-sg: Fix a weird cast
1752c9ee23fb20e5bfdbedf677e91f927f2b8d80,1,0,2,11,FALSE,TRUE,0.07692307692,CONSISTENT,clk: tegra: dfll: Fix drvdata overwriting issue
cdd4de372ea06a18e104100b9f2c442527d26db1,1,192,0,2,FALSE,FALSE,0.005154639175,CONSISTENT,test_rhashtable: add test case for rhl_table interface
bb2533a9742f19bfe6b87b64d54e846674e467d1,1,16,2,48,FALSE,TRUE,0.01515151515,CONSISTENT,greybus: svc: refactor interface-route creation
822b2cef4d9ffe680b880ec39734ad8a1d178b02,9,0,0,10,FALSE,FALSE,0.9,INCONSISTENT,drm/amd/amdgpu:  Added more named DRM info messages for debugging
6c34f160df82ae07bfff5b4c51f50622e9c2759e,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,tools/power turbostat: correct output for MSR_NHM_SNB_PKG_CST_CFG_CTL dump
43e6409db64ddab535ae08f77923f9081c38226b,1,154,0,1,FALSE,FALSE,0.006451612903,CONSISTENT,PCI: mediatek: Add MSI support for MT2712 and MT7622
951c16bf48676c90c526fafeec3bb6d1ba87ff0b,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,staging: vc04_services: bcm2835-audio: Change to unsigned int *
c5493845b7b303315118fb4ab96654bf7cb897f0,1,0,8,2,FALSE,FALSE,0.1,INCONSISTENT,lightnvm: pblk: improve error message if down_timeout fails
85a22e42f5929bdcc65b90c0c13c741f5783864b,2,0,0,4,FALSE,FALSE,0.5,INCONSISTENT,staging: rtl8192u: r8192U_core: fix quoted string split across lines code style issue
d5afc1b68a6ddc27746d31f775025afe75ec8122,1,3,0,4,FALSE,FALSE,0.1428571429,CONSISTENT,dmaengine: cppi41: More PM runtime fixes
6430a94ead2a4c8f350441351a735303eb6d1c8a,1,98,0,3,FALSE,TRUE,0.009900990099,CONSISTENT,perf buildid-cache: Scan and import user SDT events to probe cache
c3c6dd750e0b8dcee0306b9c5a45708922debbbe,3,0,43,34,FALSE,TRUE,0.03896103896,CONSISTENT,[media] media: lirc_dev: remove support for manually specifying minor number
973ccfd62686a2331f43b0053de052d958f50d31,1,0,21,25,FALSE,TRUE,0.02173913043,CONSISTENT,greybus: operation: refactor response handling
ac1da162e488e90be001ebb4057aaf01e565dd28,64,91,0,122,FALSE,FALSE,0.3004694836,CONSISTENT,staging: wilc1000: sdio/spi: use device print api instead of custom one
7c81626a3c37e4ac320b8ad785694ba498f24794,1,10,0,5,FALSE,FALSE,0.06666666667,CONSISTENT,qed: Fix system crash in ll2 xmit
44fd7fe3dd2ce9dba873a0522e1eeab9ab5d5651,1,148,0,14,FALSE,TRUE,0.006172839506,CONSISTENT,scsi: lpfc: Add Buffer to Buffer credit recovery support
6baaac096179e7f49b7c3d1bc7785d7cd88215ee,1,0,0,1,FALSE,FALSE,1,INCONSISTENT,"fs/9p/v9fs.c: fix spelling mistake ""Uknown"" -> ""Unknown"""
f9c75bca44d4754456cba7d3b4f0e15518177b0e,10,0,0,11,FALSE,FALSE,0.9090909091,INCONSISTENT,irqchhip: Convert to using %pOFn instead of device_node.name
896bccd3cb8d95cbc565687715516009c5169e71,2,6,0,29,FALSE,TRUE,0.05714285714,CONSISTENT,perf annotate: Introduce struct sym_hist_entry
cf6916f461475bde76ecf4dfb0dc4d38bec579ef,1,0,0,15,FALSE,TRUE,0.06666666667,CONSISTENT,drm/msm/dpu: rename hw_ctl to lm_ctl
92b0f7b26b313b23cc9bef0bd406607f4566c0c0,1,3,0,8,FALSE,FALSE,0.09090909091,CONSISTENT,iwlwifi: split the regulatory rules when the bandwidth flags require it
